Date,Adj. Close Price
01/03/16,105.35
02/03/16,106.86
03/03/16,108.04
04/03/16,108.04
07/03/16,109.88
08/03/16,109.03
09/03/16,110.08
10/03/16,109.91
11/03/16,111.61
14/03/16,111.94
15/03/16,112.08
16/03/16,113.52
17/03/16,115.28
18/03/16,115.32
21/03/16,116.53
22/03/16,116.11
23/03/16,114.00
24/03/16,116.00
28/03/16,116.35
29/03/16,117.08
30/03/16,116.36
31/03/16,118.74
01/04/16,119.58
04/04/16,119.23
05/04/16,117.60
06/04/16,117.62
07/04/16,116.23
08/04/16,117.09
11/04/16,117.01
12/04/16,117.31
13/04/16,118.57
14/04/16,118.51
15/04/16,118.95
18/04/16,119.59
19/04/16,112.90
20/04/16,114.55
21/04/16,117.05
22/04/16,116.43
25/04/16,116.67
26/04/16,116.88
27/04/16,117.97
28/04/16,115.31
29/04/16,114.42
02/05/16,113.89
03/05/16,113.00
04/05/16,113.09
05/05/16,114.84
06/05/16,116.59
09/05/16,116.63
10/05/16,118.71
11/05/16,117.91
12/05/16,117.82
13/05/16,116.93
16/05/16,118.31
17/05/16,117.15
18/05/16,116.63
19/05/16,114.72
20/05/16,116.56
23/05/16,116.18
24/05/16,117.40
25/05/16,120.08
26/05/16,120.67
27/05/16,120.99
31/05/16,121.70
01/06/16,120.72
02/06/16,121.51
03/06/16,121.03
06/06/16,120.90
07/06/16,121.37
08/06/16,121.90
09/06/16,121.44
10/06/16,120.61
13/06/16,119.75
14/06/16,119.58
15/06/16,119.28
16/06/16,119.58
17/06/16,120.31
20/06/16,121.60
21/06/16,121.94
22/06/16,121.05
23/06/16,122.97
24/06/16,116.04
27/06/16,113.59
28/06/16,115.33
29/06/16,117.52
30/06/16,120.15
01/07/16,120.60
05/07/16,120.07
06/07/16,120.61
07/07/16,120.80
08/07/16,122.27
11/07/16,122.96
12/07/16,124.31
13/07/16,125.09
14/07/16,126.88
15/07/16,126.48
18/07/16,126.54
19/07/16,126.32
20/07/16,127.73
21/07/16,127.01
22/07/16,128.29
25/07/16,128.75
26/07/16,128.33
27/07/16,128.10
28/07/16,127.74
29/07/16,127.14
01/08/16,127.80
02/08/16,127.11
03/08/16,127.18
04/08/16,127.88
05/08/16,129.42
08/08/16,129.38
09/08/16,129.16
10/08/16,129.41
11/08/16,130.57
12/08/16,129.30
15/08/16,129.25
16/08/16,128.31
17/08/16,128.10
18/08/16,128.83
19/08/16,127.78
22/08/16,127.75
23/08/16,127.96
24/08/16,126.99
25/08/16,126.65
26/08/16,126.41
29/08/16,127.52
30/08/16,127.27
31/08/16,126.85
01/09/16,127.38
02/09/16,127.39
06/09/16,128.03
07/09/16,129.06
08/09/16,126.95
09/09/16,124.31
12/09/16,126.38
13/09/16,124.40
14/09/16,123.00
15/09/16,124.28
16/09/16,122.83
19/09/16,123.65
20/09/16,123.32
21/09/16,124.18
22/09/16,124.64
23/09/16,123.74
26/09/16,122.94
27/09/16,125.17
28/09/16,126.38
29/09/16,126.24
30/09/16,126.83
03/10/16,125.84
04/10/16,124.92
05/10/16,125.42
06/10/16,125.26
07/10/16,124.29
10/10/16,125.37
11/10/16,123.59
12/10/16,123.19
13/10/16,122.73
14/10/16,123.32
17/10/16,123.57
18/10/16,120.34
19/10/16,120.77
20/10/16,120.98
21/10/16,119.47
24/10/16,120.22
25/10/16,120.47
26/10/16,121.21
27/10/16,122.44
28/10/16,121.85
31/10/16,122.71
01/11/16,121.99
02/11/16,121.32
03/11/16,121.66
04/11/16,121.70
07/11/16,124.33
08/11/16,125.01
09/11/16,124.72
10/11/16,129.08
11/11/16,129.93
14/11/16,127.46
15/11/16,127.83
16/11/16,128.33
17/11/16,128.75
18/11/16,129.22
21/11/16,131.14
22/11/16,131.06
23/11/16,130.50
25/11/16,131.44
28/11/16,132.55
29/11/16,131.75
30/11/16,130.69
01/12/16,128.76
02/12/16,128.92
05/12/16,128.78
06/12/16,129.19
07/12/16,132.77
08/12/16,133.22
09/12/16,134.16
12/12/16,133.34
13/12/16,135.59
14/12/16,135.76
15/12/16,135.37
16/12/16,134.33
19/12/16,134.29
20/12/16,135.03
21/12/16,134.81
22/12/16,134.59
23/12/16,134.31
27/12/16,134.66
28/12/16,133.89
29/12/16,134.22
30/12/16,133.73
03/01/17,134.70
04/01/17,136.37
05/01/17,135.92
06/01/17,136.58
09/01/17,135.07
10/01/17,133.35
11/01/17,135.15
12/01/17,135.31
13/01/17,134.82
17/01/17,135.26
18/01/17,134.38
19/01/17,134.39
20/01/17,137.41
23/01/17,137.79
24/01/17,141.72
25/01/17,143.64
26/01/17,143.94
27/01/17,142.84
30/01/17,141.64
31/01/17,140.60
01/02/17,140.42
02/02/17,140.65
03/02/17,141.65
06/02/17,141.68
07/02/17,143.78
08/02/17,143.06
09/02/17,143.90
10/02/17,145.09
13/02/17,145.65
14/02/17,146.27
15/02/17,147.53
16/02/17,147.33
17/02/17,146.71
21/02/17,146.38
22/02/17,147.10
23/02/17,147.51
24/02/17,147.26
27/02/17,145.68
28/02/17,146.02
01/03/17,147.75
02/03/17,146.60
03/03/17,146.21
06/03/17,146.55
07/03/17,146.47
08/03/17,145.72
09/03/17,143.88
10/03/17,144.40
13/03/17,143.29
14/03/17,142.69
15/03/17,142.76
16/03/17,143.93
17/03/17,142.63
20/03/17,142.67
21/03/17,141.20
22/03/17,141.93
23/03/17,141.96
24/03/17,141.16
27/03/17,141.11
28/03/17,141.71
29/03/17,141.25
30/03/17,141.18
31/03/17,141.41
03/04/17,141.70
04/04/17,141.72
05/04/17,140.38
06/04/17,140.04
07/04/17,139.78
10/04/17,139.02
11/04/17,138.52
12/04/17,138.58
13/04/17,137.66
17/04/17,138.94
18/04/17,138.09
19/04/17,131.30
20/04/17,131.79
21/04/17,130.23
24/04/17,130.53
25/04/17,130.24
26/04/17,129.97
27/04/17,130.19
28/04/17,130.16
01/05/17,128.98
02/05/17,129.19
03/05/17,128.81
04/05/17,129.15
05/05/17,125.91
08/05/17,125.48
09/05/17,124.73
10/05/17,124.02
11/05/17,123.53
12/05/17,123.30
15/05/17,124.23
16/05/17,126.01
17/05/17,123.76
18/05/17,123.63
19/05/17,124.62
22/05/17,125.16
23/05/17,124.66
24/05/17,125.05
25/05/17,125.62
26/05/17,125.04
30/05/17,124.41
31/05/17,125.15
01/06/17,125.18
02/06/17,124.68
05/06/17,124.97
06/06/17,124.94
07/06/17,123.80
08/06/17,124.72
09/06/17,126.36
12/06/17,127.24
13/06/17,126.48
14/06/17,126.12
15/06/17,126.46
16/06/17,127.41
19/06/17,126.96
20/06/17,127.05
21/06/17,126.10
22/06/17,126.60
23/06/17,126.37
26/06/17,127.28
27/06/17,126.89
28/06/17,127.36
29/06/17,126.38
30/06/17,126.14
03/07/17,127.57
05/07/17,126.00
06/07/17,124.93
07/07/17,125.41
10/07/17,125.80
11/07/17,125.61
12/07/17,126.03
13/07/17,125.97
14/07/17,126.47
17/07/17,125.46
18/07/17,126.28
19/07/17,120.97
20/07/17,121.08
21/07/17,120.60
24/07/17,119.71
25/07/17,119.87
26/07/17,119.19
27/07/17,118.95
28/07/17,118.31
31/07/17,118.62
01/08/17,119.14
02/08/17,118.44
03/08/17,118.85
04/08/17,119.03
07/08/17,117.64
08/08/17,117.76
09/08/17,117.48
10/08/17,117.53
11/08/17,117.53
14/08/17,117.93
15/08/17,117.72
16/08/17,118.08
17/08/17,116.59
18/08/17,115.76
21/08/17,116.28
22/08/17,116.85
23/08/17,117.78
24/08/17,118.44
25/08/17,119.11
28/08/17,118.09
29/08/17,118.61
30/08/17,118.13
31/08/17,118.52
01/09/17,119.39
05/09/17,118.53
06/09/17,119.17
07/09/17,118.41
08/09/17,118.04
11/09/17,120.04
12/09/17,120.78
13/09/17,120.97
14/09/17,120.60
15/09/17,120.00
18/09/17,119.78
19/09/17,119.65
20/09/17,120.88
21/09/17,120.37
22/09/17,120.26
25/09/17,120.87
26/09/17,121.44
27/09/17,120.70
28/09/17,120.70
29/09/17,120.22
02/10/17,121.53
03/10/17,121.63
04/10/17,121.38
05/10/17,121.58
06/10/17,121.38
09/10/17,122.13
10/10/17,123.05
11/10/17,122.32
12/10/17,121.83
13/10/17,121.89
16/10/17,121.67
17/10/17,121.43
18/10/17,132.19
19/10/17,133.33
20/10/17,134.30
23/10/17,132.21
24/10/17,129.17
25/10/17,127.19
26/10/17,127.28
27/10/17,127.34
30/10/17,127.91
31/10/17,127.66
01/11/17,127.63
02/11/17,127.07
03/11/17,125.60
06/11/17,124.99
07/11/17,125.41
08/11/17,125.60
09/11/17,125.79
10/11/17,124.83
13/11/17,124.20
14/11/17,124.61
15/11/17,123.11
16/11/17,124.80
17/11/17,124.68
20/11/17,125.96
21/11/17,127.17
22/11/17,127.02
24/11/17,127.08
27/11/17,127.19
28/11/17,127.60
29/11/17,128.51
30/11/17,128.86
01/12/17,129.52
04/12/17,130.94
05/12/17,130.01
06/12/17,128.97
07/12/17,128.52
08/12/17,129.56
11/12/17,130.06
12/12/17,131.18
13/12/17,128.81
14/12/17,128.88
15/12/17,127.63
18/12/17,128.32
19/12/17,128.24
20/12/17,128.01
21/12/17,126.79
22/12/17,127.63
26/12/17,127.91
27/12/17,128.16
28/12/17,128.92
29/12/17,128.40
02/01/18,129.09
03/01/18,132.64
04/01/18,135.33
05/01/18,135.99
08/01/18,136.81
09/01/18,137.11
10/01/18,137.40
11/01/18,137.42
12/01/18,136.53
16/01/18,137.13
17/01/18,141.15
18/01/18,141.54
19/01/18,135.89
22/01/18,136.08
23/01/18,139.14
24/01/18,138.40
25/01/18,138.48
26/01/18,140.05
29/01/18,139.60
30/01/18,136.94
31/01/18,137.00
01/02/18,135.91
02/02/18,133.09
05/02/18,127.65
06/02/18,130.01
07/02/18,128.76
08/02/18,124.74
09/02/18,126.36
12/02/18,127.96
13/02/18,127.41
14/02/18,130.80
15/02/18,131.85
16/02/18,132.00
20/02/18,131.13
21/02/18,130.12
22/02/18,129.46
23/02/18,131.44
26/02/18,134.02
27/02/18,132.31
28/02/18,131.70
01/03/18,129.99
02/03/18,130.57
05/03/18,132.65
06/03/18,131.61
07/03/18,133.80
08/03/18,132.02
09/03/18,134.64
12/03/18,135.44
13/03/18,134.65
14/03/18,133.64
15/03/18,134.89
16/03/18,135.44
19/03/18,132.98
20/03/18,132.01
21/03/18,132.43
22/03/18,128.54
23/03/18,125.83
26/03/18,129.62
27/03/18,128.39
28/03/18,128.90
29/03/18,129.67
02/04/18,126.83
03/04/18,126.65
04/04/18,130.26
05/04/18,130.18
06/04/18,127.25
09/04/18,129.05
10/04/18,131.33
11/04/18,131.30
12/04/18,133.59
13/04/18,132.44
16/04/18,133.44
17/04/18,135.99
18/04/18,125.75
19/04/18,124.83
20/04/18,122.46
23/04/18,123.27
24/04/18,123.02
25/04/18,123.34
26/04/18,124.00
27/04/18,123.80
30/04/18,122.51
01/05/18,122.55
02/05/18,120.39
03/05/18,120.00
04/05/18,121.63
07/05/18,121.04
08/05/18,120.86
09/05/18,121.87
10/05/18,123.26
11/05/18,123.17
14/05/18,123.31
15/05/18,122.83
16/05/18,123.59
17/05/18,123.48
18/05/18,123.12
21/05/18,124.33
22/05/18,123.98
23/05/18,123.63
24/05/18,123.11
25/05/18,122.75
29/05/18,120.68
30/05/18,121.87
31/05/18,120.75
01/06/18,121.30
04/06/18,122.23
05/06/18,122.80
06/06/18,123.66
07/06/18,124.22
08/06/18,124.88
11/06/18,125.26
12/06/18,125.51
13/06/18,125.06
14/06/18,124.08
15/06/18,124.24
18/06/18,123.46
19/06/18,122.97
20/06/18,121.88
21/06/18,120.70
22/06/18,120.73
25/06/18,118.60
26/06/18,118.85
27/06/18,117.48
28/06/18,119.67
29/06/18,119.38
02/07/18,119.52
03/07/18,119.27
05/07/18,120.86
06/07/18,121.75
09/07/18,123.39
10/07/18,123.66
11/07/18,123.86
12/07/18,125.15
13/07/18,124.68
16/07/18,124.30
17/07/18,122.62
18/07/18,123.50
19/07/18,127.53
20/07/18,125.06
23/07/18,124.51
24/07/18,125.09
25/07/18,125.29
26/07/18,125.37
27/07/18,124.04
30/07/18,124.33
31/07/18,123.85
01/08/18,122.63
02/08/18,122.16
03/08/18,126.21
06/08/18,124.79
07/08/18,125.63
08/08/18,125.52
09/08/18,125.05
10/08/18,124.80
13/08/18,123.27
14/08/18,123.83
15/08/18,124.30
16/08/18,125.54
17/08/18,126.16
20/08/18,126.55
21/08/18,126.08
22/08/18,125.45
23/08/18,125.57
24/08/18,126.14
27/08/18,126.71
28/08/18,126.62
29/08/18,127.44
30/08/18,126.05
31/08/18,126.52
04/09/18,125.83
05/09/18,126.68
06/09/18,126.45
07/09/18,125.63
10/09/18,125.81
11/09/18,126.53
12/09/18,126.60
13/09/18,128.66
14/09/18,128.12
17/09/18,127.79
18/09/18,128.32
19/09/18,128.75
20/09/18,130.56
21/09/18,130.73
24/09/18,129.59
25/09/18,128.62
26/09/18,130.96
27/09/18,130.86
28/09/18,130.61
01/10/18,132.16
02/10/18,132.80
03/10/18,132.35
04/10/18,130.70
05/10/18,128.73
08/10/18,128.17
09/10/18,127.18
10/10/18,123.25
11/10/18,120.08
12/10/18,121.66
15/10/18,121.90
16/10/18,125.35
17/10/18,115.79
18/10/18,112.76
19/10/18,111.51
22/10/18,112.31
23/10/18,113.33
24/10/18,109.88
25/10/18,109.22
26/10/18,107.79
29/10/18,103.34
30/10/18,99.68
31/10/18,99.70
01/11/18,100.91
02/11/18,99.91
05/11/18,103.70
06/11/18,106.35
07/11/18,107.83
08/11/18,107.93
09/11/18,108.07
12/11/18,105.76
13/11/18,105.71
14/11/18,105.15
15/11/18,106.23
16/11/18,106.35
19/11/18,105.24
20/11/18,102.52
21/11/18,103.72
23/11/18,102.51
26/11/18,104.59
27/11/18,105.00
28/11/18,107.60
29/11/18,106.27
30/11/18,108.71
03/12/18,109.62
04/12/18,106.37
06/12/18,108.39
07/12/18,104.39
10/12/18,105.96
11/12/18,105.75
12/12/18,105.99
13/12/18,105.61
14/12/18,104.88
17/12/18,101.56
18/12/18,102.04
19/12/18,101.85
20/12/18,98.87
21/12/18,97.05
24/12/18,94.10
26/12/18,97.44
27/12/18,99.53
28/12/18,98.88
31/12/18,99.43
02/01/19,100.78
03/01/19,98.77
04/01/19,102.63
07/01/19,103.35
08/01/19,104.82
09/01/19,105.58
10/01/19,106.54
11/01/19,106.25
14/01/19,105.31
15/01/19,106.49
16/01/19,106.39
17/01/19,106.89
18/01/19,108.31
22/01/19,107.18
23/01/19,116.25
24/01/19,115.93
25/01/19,117.19
28/01/19,117.46
29/01/19,117.51
30/01/19,117.55
31/01/19,117.59
01/02/19,117.31
04/02/19,118.26
05/02/19,118.57
06/02/19,119.25
07/02/19,117.87
08/02/19,118.33
11/02/19,118.58
12/02/19,120.40
13/02/19,121.70
14/02/19,120.78
15/02/19,122.15
19/02/19,122.74
20/02/19,122.12
21/02/19,121.98
22/02/19,123.23
25/02/19,123.42
26/02/19,123.65
27/02/19,123.16
28/02/19,122.24
01/03/19,123.19
04/03/19,122.51
05/03/19,122.02
06/03/19,121.22
07/03/19,119.79
08/03/19,119.55
11/03/19,121.87
12/03/19,122.37
13/03/19,122.62
14/03/19,122.82
15/03/19,123.39
18/03/19,124.08
19/03/19,124.33
20/03/19,123.54
21/03/19,125.17
22/03/19,123.41
25/03/19,123.17
26/03/19,124.09
27/03/19,123.22
28/03/19,123.82
29/03/19,124.87
01/04/19,126.81
02/04/19,126.55
03/04/19,127.11
04/04/19,126.35
05/04/19,126.80
08/04/19,126.89
09/04/19,125.76
10/04/19,126.57
11/04/19,127.24
12/04/19,127.74
15/04/19,127.35
16/04/19,128.44
17/04/19,123.11
18/04/19,124.19
22/04/19,122.91
23/04/19,124.28
24/04/19,123.85
25/04/19,122.68
26/04/19,123.40
29/04/19,123.05
30/04/19,124.13
01/05/19,124.39
02/05/19,123.53
03/05/19,124.12
06/05/19,124.23
07/05/19,121.81
08/05/19,122.12
09/05/19,121.19
10/05/19,121.18
13/05/19,117.68
14/05/19,119.38
15/05/19,120.35
16/05/19,121.68
17/05/19,120.28
20/05/19,121.00
21/05/19,122.19
22/05/19,122.10
23/05/19,118.55
24/05/19,118.45
28/05/19,116.82
29/05/19,116.13
30/05/19,116.03
31/05/19,113.72
03/06/19,114.86
04/06/19,118.82
05/06/19,117.75
06/06/19,118.40
07/06/19,119.38
10/06/19,120.66
11/06/19,121.74
12/06/19,120.77
13/06/19,121.57
14/06/19,121.02
17/06/19,120.84
18/06/19,122.12
19/06/19,122.75
20/06/19,124.34
21/06/19,124.65
24/06/19,124.78
25/06/19,123.90
26/06/19,124.04
27/06/19,124.04
28/06/19,123.49
01/07/19,125.26
02/07/19,125.56
03/07/19,126.75
05/07/19,126.60
08/07/19,125.88
09/07/19,124.77
10/07/19,125.79
11/07/19,126.48
12/07/19,127.82
15/07/19,128.34
16/07/19,128.53
17/07/19,128.12
18/07/19,133.99
19/07/19,134.03
22/07/19,134.09
23/07/19,134.66
24/07/19,134.35
25/07/19,134.67
26/07/19,135.54
29/07/19,135.11
30/07/19,134.12
31/07/19,132.74
01/08/19,134.61
02/08/19,131.86
05/08/19,126.05
06/08/19,126.02
07/08/19,124.57
08/08/19,126.93
09/08/19,123.34
12/08/19,121.11
13/08/19,123.03
14/08/19,118.92
15/08/19,119.52
16/08/19,121.19
19/08/19,122.35
20/08/19,120.50
21/08/19,121.63
22/08/19,121.70
23/08/19,117.39
26/08/19,117.77
27/08/19,118.84
28/08/19,120.28
29/08/19,122.20
30/08/19,122.79
03/09/19,121.50
04/09/19,123.51
05/09/19,127.72
06/09/19,127.36
09/09/19,129.20
10/09/19,131.42
11/09/19,130.11
12/09/19,130.12
13/09/19,130.17
16/09/19,129.09
17/09/19,128.84
18/09/19,128.85
19/09/19,129.53
20/09/19,128.55
23/09/19,128.72
24/09/19,128.37
25/09/19,129.71
26/09/19,130.06
27/09/19,129.78
30/09/19,131.75
01/10/19,130.16
02/10/19,128.37
03/10/19,128.67
04/10/19,129.55
07/10/19,128.00
08/10/19,125.38
09/10/19,126.54
10/10/19,127.87
11/10/19,129.34
14/10/19,128.69
15/10/19,129.56
16/10/19,128.76
17/10/19,121.64
18/10/19,121.49
21/10/19,120.12
22/10/19,121.37
23/10/19,121.75
24/10/19,121.47
25/10/19,122.71
28/10/19,123.19
29/10/19,121.24
30/10/19,122.54
31/10/19,121.16
01/11/19,122.79
04/11/19,124.73
05/11/19,124.93
06/11/19,125.74
07/11/19,126.22
08/11/19,126.15
11/11/19,124.19
12/11/19,124.30
13/11/19,123.28
14/11/19,122.84
15/11/19,123.21
18/11/19,123.13
19/11/19,123.32
20/11/19,122.11
21/11/19,122.69
22/11/19,123.15
25/11/19,124.65
26/11/19,123.84
27/11/19,122.63
29/11/19,123.25
02/12/19,121.84
03/12/19,121.12
04/12/19,121.00
05/12/19,120.93
06/12/19,122.13
09/12/19,122.77
10/12/19,122.76
11/12/19,122.62
12/12/19,124.05
13/12/19,123.03
16/12/19,122.96
17/12/19,123.04
18/12/19,123.22
19/12/19,123.35
20/12/19,124.30
23/12/19,124.26
24/12/19,123.74
26/12/19,123.68
27/12/19,124.01
30/12/19,121.75
31/12/19,122.88
02/01/20,124.14
03/01/20,123.15
06/01/20,122.93
07/01/20,123.02
08/01/20,124.04
09/01/20,125.35
10/01/20,125.31
13/01/20,125.22
14/01/20,124.51
15/01/20,125.24
16/01/20,126.49
17/01/20,126.79
21/01/20,127.58
22/01/20,131.91
23/01/20,130.97
24/01/20,128.85
27/01/20,127.08
28/01/20,127.93
29/01/20,126.22
30/01/20,125.38
31/01/20,131.76
03/02/20,134.09
04/02/20,136.69
05/02/20,143.31
06/02/20,143.71
07/02/20,142.10
10/02/20,143.05
11/02/20,142.17
12/02/20,143.86
13/02/20,142.94
14/02/20,139.59
18/02/20,139.96
19/02/20,139.74
20/02/20,140.07
21/02/20,138.80
24/02/20,135.64
25/02/20,131.27
26/02/20,129.45
27/02/20,123.30
28/02/20,120.56
02/03/20,124.40
03/03/20,119.40
04/03/20,124.33
05/03/20,120.00
06/03/20,118.32
09/03/20,109.13
10/03/20,115.57
11/03/20,109.28
12/03/20,95.23
13/03/20,99.99
16/03/20,91.78
17/03/20,98.79
18/03/20,95.92
19/03/20,92.94
20/03/20,88.36
23/03/20,87.79
24/03/20,97.71
25/03/20,98.05
26/03/20,104.57
27/03/20,100.07
30/03/20,104.61
31/03/20,102.75
01/04/20,97.39
02/04/20,101.89
03/04/20,98.50
06/04/20,106.36
07/04/20,106.47
08/04/20,110.50
09/04/20,112.55
13/04/20,112.22
14/04/20,114.78
15/04/20,109.94
16/04/20,107.20
17/04/20,111.27
20/04/20,111.54
21/04/20,108.15
22/04/20,110.52
23/04/20,112.41
24/04/20,115.53
27/04/20,116.64
28/04/20,116.96
29/04/20,119.21
30/04/20,116.31
01/05/20,112.89
04/05/20,112.71
05/05/20,113.55
06/05/20,114.09
07/05/20,113.80
08/05/20,115.45
11/05/20,115.08
12/05/20,112.89
13/05/20,108.64
14/05/20,109.78
15/05/20,109.81
18/05/20,114.11
19/05/20,112.92
20/05/20,113.94
21/05/20,111.82
22/05/20,111.14
26/05/20,114.30
27/05/20,117.85
28/05/20,116.90
29/05/20,117.25
01/06/20,117.24
02/06/20,118.28
03/06/20,121.14
04/06/20,120.99
05/06/20,123.97
08/06/20,127.43
09/06/20,123.79
10/06/20,121.91
11/06/20,110.78
12/06/20,114.44
15/06/20,114.20
16/06/20,117.48
17/06/20,116.54
18/06/20,116.55
19/06/20,114.97
22/06/20,113.65
23/06/20,112.09
24/06/20,109.29
25/06/20,111.74
26/06/20,110.01
29/06/20,112.41
30/06/20,113.37
01/07/20,111.28
02/07/20,112.36
06/07/20,112.82
07/07/20,110.37
08/07/20,110.50
09/07/20,108.62
10/07/20,111.10
13/07/20,111.90
14/07/20,113.21
15/07/20,115.46
16/07/20,116.41
17/07/20,117.44
20/07/20,118.63
21/07/20,118.34
22/07/20,120.79
23/07/20,119.53
24/07/20,118.08
27/07/20,118.48
28/07/20,116.84
29/07/20,117.64
30/07/20,115.37
31/07/20,115.41
03/08/20,116.69
04/08/20,118.13
05/08/20,117.76
06/08/20,118.39
07/08/20,118.84
10/08/20,120.88
11/08/20,120.54
12/08/20,120.49
13/08/20,118.90
14/08/20,119.13
17/08/20,118.34
18/08/20,118.80
19/08/20,117.77
20/08/20,117.12
21/08/20,117.13
24/08/20,119.52
25/08/20,118.53
26/08/20,118.09
27/08/20,118.54
28/08/20,118.94
31/08/20,117.27
01/09/20,117.35
02/09/20,121.90
03/09/20,118.35
04/09/20,116.31
08/09/20,115.27
09/09/20,116.27
10/09/20,114.65
11/09/20,115.51
14/09/20,116.11
15/09/20,116.44
16/09/20,118.13
17/09/20,118.80
18/09/20,116.75
21/09/20,114.36
22/09/20,114.61
23/09/20,113.01
24/09/20,112.30
25/09/20,113.12
28/09/20,115.77
29/09/20,115.02
30/09/20,115.71
01/10/20,115.16
02/10/20,114.66
05/10/20,116.03
06/10/20,115.99
07/10/20,117.99
08/10/20,125.05
09/10/20,121.53
12/10/20,120.98
13/10/20,118.97
14/10/20,119.77
15/10/20,118.77
16/10/20,119.76
19/10/20,119.37
20/10/20,111.62
21/10/20,109.42
22/10/20,110.09
23/10/20,110.32
26/10/20,106.72
27/10/20,105.14
28/10/20,101.43
29/10/20,103.57
30/10/20,106.19
02/11/20,107.38
03/11/20,108.57
04/11/20,106.42
05/11/20,109.15
06/11/20,108.45
09/11/20,111.46
10/11/20,113.76
11/11/20,113.07
12/11/20,110.47
13/11/20,112.74
16/11/20,114.19
17/11/20,113.56
18/11/20,112.66
19/11/20,113.06
20/11/20,112.82
23/11/20,115.86
24/11/20,120.04
25/11/20,119.83
27/11/20,119.97
30/11/20,119.17
01/12/20,118.82
02/12/20,120.23
03/12/20,119.26
04/12/20,122.72
07/12/20,120.31
08/12/20,121.29
09/12/20,122.33
10/12/20,120.56
11/12/20,119.90
14/12/20,119.18
15/12/20,121.50
16/12/20,121.13
17/12/20,121.13
18/12/20,121.42
21/12/20,119.05
22/12/20,119.26
23/12/20,119.54
24/12/20,120.30
28/12/20,120.43
29/12/20,119.44
30/12/20,119.96
31/12/20,121.45
04/01/21,119.58
05/01/21,121.70
06/01/21,124.74
07/01/21,124.45
08/01/21,124.01
11/01/21,124.05
12/01/21,124.66
13/01/21,122.45
14/01/21,124.43
15/01/21,123.87
19/01/21,124.48
20/01/21,125.50
21/01/21,127.02
22/01/21,114.44
25/01/21,114.41
26/01/21,118.18
27/01/21,118.16
28/01/21,115.85
29/01/21,114.92
01/02/21,116.30
02/02/21,115.24
03/02/21,114.93
04/02/21,116.76
05/02/21,117.50
08/02/21,119.26
09/02/21,119.38
10/02/21,119.51
11/02/21,118.21
12/02/21,118.11
16/02/21,117.39
17/02/21,117.29
18/02/21,118.04
19/02/21,116.34
22/02/21,118.16
23/02/21,118.02
24/02/21,120.46
25/02/21,119.74
26/02/21,116.28
01/03/21,118.05
02/03/21,117.65
03/03/21,119.63
04/03/21,117.43
05/03/21,120.09
08/03/21,122.03
09/03/21,121.41
10/03/21,125.02
11/03/21,124.30
12/03/21,124.76
15/03/21,125.71
16/03/21,125.38
17/03/21,126.15
18/03/21,127.16
19/03/21,126.02
22/03/21,127.64
23/03/21,127.55
24/03/21,127.71
25/03/21,130.10
26/03/21,133.34
29/03/21,132.83
30/03/21,131.71
31/03/21,130.29
01/04/21,130.26
05/04/21,132.90
06/04/21,131.23
07/04/21,131.92
08/04/21,132.11
09/04/21,132.70
12/04/21,131.59
13/04/21,128.25
14/04/21,129.67
15/04/21,129.62
16/04/21,130.61
19/04/21,130.15
20/04/21,135.08
21/04/21,140.35
22/04/21,138.13
23/04/21,139.25
26/04/21,138.41
27/04/21,138.84
28/04/21,139.81
29/04/21,141.02
30/04/21,138.72
03/05/21,141.52
04/05/21,142.50
05/05/21,141.98
06/05/21,145.11
07/05/21,143.80
10/05/21,144.51
11/05/21,142.58
12/05/21,139.69
13/05/21,142.53
14/05/21,143.03
17/05/21,143.46
18/05/21,142.27
19/05/21,141.56
20/05/21,142.24
21/05/21,143.09
24/05/21,143.07
25/05/21,142.15
26/05/21,141.75
27/05/21,142.18
28/05/21,142.10
01/06/21,142.55
02/06/21,144.06
03/06/21,143.89
04/06/21,145.74
07/06/21,146.34
08/06/21,147.37
09/06/21,148.96
10/06/21,148.83
11/06/21,149.56
14/06/21,148.32
15/06/21,147.66
16/06/21,146.15
17/06/21,143.94
18/06/21,141.49
21/06/21,144.98
22/06/21,144.69
23/06/21,142.96
24/06/21,143.78
25/06/21,145.17
28/06/21,143.64
29/06/21,143.89
30/06/21,144.92
01/07/21,145.17
02/07/21,138.43
06/07/21,137.20
07/07/21,138.23
08/07/21,139.14
09/07/21,139.91
12/07/21,139.32
13/07/21,138.68
14/07/21,138.23
15/07/21,138.85
16/07/21,137.32
19/07/21,136.35
20/07/21,138.38
21/07/21,139.69
22/07/21,139.11
23/07/21,139.73
26/07/21,141.15
27/07/21,141.13
28/07/21,140.16
29/07/21,140.31
30/07/21,139.36
02/08/21,139.81
03/08/21,142.43
04/08/21,141.14
05/08/21,141.15
06/08/21,142.45
09/08/21,141.25
10/08/21,141.38
11/08/21,142.13
12/08/21,143.07
13/08/21,143.18
16/08/21,143.59
17/08/21,142.42
18/08/21,139.47
19/08/21,138.02
20/08/21,139.11
23/08/21,139.62
24/08/21,139.84
25/08/21,139.86
26/08/21,138.78
27/08/21,139.41
30/08/21,138.97
31/08/21,140.34
01/09/21,139.30
